# Constructed from biom file
#OTU ID	KarstCh1	KarstCh2	KarstCh3	KarstCh4	KarstCh5	KarstCh6	KarstCh7	KarstCh8
2004411eb1d39ff5bbc4da9c9966c98c	58.0	232.0	90.0	87.0	28.0	13.0	28.0	45.0
36f598a937ebaa242a14e3f9922e00a4	0.0	0.0	0.0	0.0	547.0	0.0	0.0	0.0
c8b50bb41e210a314dc3cd2596b3f89e	63.0	60.0	130.0	51.0	38.0	27.0	66.0	38.0
327069b827a997337cddb9d263e3c357	211.0	114.0	37.0	58.0	0.0	0.0	0.0	48.0
ec3eaa4ada3c0d3812c2f39564e746b5	36.0	97.0	45.0	124.0	0.0	16.0	35.0	114.0
df0963984ea8f658856e5eea3bb6b0a5	0.0	0.0	0.0	0.0	446.0	0.0	0.0	0.0
f42587517b0703244c90e39608a98ea7	22.0	31.0	42.0	19.0	54.0	67.0	89.0	79.0
26c21c25213c92542f4b93b2f903b3c2	0.0	370.0	0.0	0.0	0.0	0.0	0.0	0.0
bc38c008f287c9778747dae5066d4609	23.0	60.0	22.0	0.0	87.0	86.0	89.0	0.0
bc3c4b2570490d2478a567e6c236c50b	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0
aa04639d304fdbf62a7244facc7aa0b3	0.0	0.0	34.0	0.0	323.0	0.0	0.0	0.0
5ec8f9876db2234688d30200b4be5f0b	29.0	206.0	26.0	40.0	0.0	25.0	21.0	0.0
628480de2f31d0b55c833f7d92089f53	0.0	345.0	0.0	0.0	0.0	0.0	0.0	0.0
9b0129372b39c17a3704b38beed6c847	0.0	343.0	2.0	0.0	0.0	0.0	0.0	0.0
a213cb3be91eede9b7f23a2b108273af	0.0	293.0	0.0	0.0	35.0	0.0	0.0	0.0
90035117f241369a21c3ac16f7f549bf	92.0	56.0	55.0	31.0	20.0	14.0	30.0	20.0
db04efcb6f8290f6374fb05cb9dd5c72	0.0	33.0	285.0	0.0	0.0	0.0	0.0	0.0
c9464e99142f7680c9530a910981753b	47.0	63.0	53.0	50.0	0.0	35.0	55.0	0.0
355a49e5aecbc180712d6137357d6b82	0.0	295.0	0.0	0.0	0.0	0.0	0.0	0.0
373c1598e154fd6f2da827a5aee36879	43.0	80.0	97.0	57.0	0.0	5.0	0.0	10.0
2dd93c9079b63a9aa13a1f20d22c1e95	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0
6296ab96aa8bd98899cd5886156da2f5	4.0	0.0	0.0	49.0	214.0	0.0	0.0	0.0
e399dc7c0823811b06f9eea10fa4ea6c	20.0	39.0	35.0	0.0	22.0	41.0	48.0	48.0
